Name,Platform,Year,Genre,Publisher
True Crime: New York City,PS2,2005,Action,Activision
Rockstar Games presents Table Tennis,X360,2006,Sports,Take-Two Interactive
Rare Replay,XOne,2015,Misc,Microsoft Game Studios
Band Hero,PS3,2009,Misc,Activision
Tearaway,PSV,2013,Adventure,Sony Computer Entertainment Europe
DJ Hero 2,PS3,2010,Misc,Activision
[Prototype 2],PS3,2012,Action,Activision
Shark Tale,PS2,2004,Action,Activision
The Amazing Spider-Man (Console Version),X360,2012,Action,Activision
Tony Hawk's Underground 2,XB,2004,Sports,Activision
X-Men Origins: Wolverine - Uncaged Edition,PS3,2009,Action,Activision
Madagascar: Escape 2 Africa,DS,2008,Action,Activision
Just Dance 2015,WiiU,2014,Misc,Ubisoft
Borderlands: The Pre-Sequel,X360,2014,Shooter,Take-Two Interactive
Marvel: Ultimate Alliance 2,PS3,2009,Role-Playing,Activision
Jump Ultimate Stars,DS,2006,Fighting,Nintendo
Tom Clancy's Rainbow Six: Vegas,PSP,2007,Shooter,Ubisoft
Mario & Luigi: Paper Jam,3DS,2015,Role-Playing,Nintendo
Blur,PS3,2010,Racing,Activision
Midnight Club 3: DUB Edition,XB,2005,Racing,Take-Two Interactive
Indiana Jones and the Staff of Kings,Wii,2009,Action,Activision
Sword of Mana,GBA,2003,Role-Playing,Nintendo
Classic NES Series: Donkey Kong,GBA,2004,Platform,Nintendo
Call of Duty: Ghosts,PC,2013,Shooter,Activision
Yoshi,GB,1991,Puzzle,Nintendo
Kirby: Canvas Curse,DS,2005,Platform,Nintendo
Practise English!,DS,2007,Misc,Nintendo
iCarly,DS,2009,Adventure,Activision
Just Dance Wii,Wii,2011,Misc,Nintendo
Avatar: The Game,Wii,2009,Action,Ubisoft
Imagine: Interior Designer,DS,2008,Simulation,Ubisoft
Style Savvy: Trendsetters,3DS,2012,Simulation,Nintendo
XCOM: Enemy Unknown,PC,2012,Strategy,Take-Two Interactive
Rabbids Go Home,DS,2009,Platform,Ubisoft
Star Wars Episode III: Revenge of the Sith,GBA,2005,Action,Ubisoft
Ultimate Spider-Man,PS2,2005,Action,Activision
X-Men: Mutant Academy 2,PS,2001,Fighting,Activision
James Bond 007: Blood Stone,PS3,2010,Shooter,Activision
Driver: San Francisco,X360,2011,Racing,Ubisoft
Monster Hunter Tri,WiiU,2012,Role-Playing,Nintendo
Top Spin 4,PS3,2011,Sports,Take-Two Interactive
Conker: Live And Reloaded,XB,2005,Adventure,Microsoft Game Studios
Rhythm Heaven: The Best+,3DS,2015,Misc,Nintendo
Blast Corps,N64,1997,Action,Nintendo
"WarioWare, Inc.: Mega Party Game$",GC,2003,Puzzle,Nintendo
Doom 3: Resurrection of Evil,XB,2005,Shooter,Activision
Spider-Man 2,PSP,2005,Action,Activision
Tony Hawk's Underground,GC,2003,Sports,Activision
Star Wars: Obi-Wan,XB,2001,Action,Activision
Lalaloopsy,DS,2011,Simulation,Activision
Jade Empire,XB,2005,Role-Playing,Microsoft Game Studios
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",PS3,2009,Shooter,Activision
Skylanders: Trap Team,WiiU,2014,Action,Activision
Prince of Persia: The Forgotten Sands,PS3,2010,Action,Ubisoft
Advance Wars,GBA,2001,Strategy,Nintendo
MotionSports,X360,2010,Sports,Ubisoft
Classic NES Series: Zelda II: The Adventure of Link,GBA,2004,Adventure,Nintendo
Fire Emblem: Monsh? no Nazo,SNES,1994,Role-Playing,Nintendo
WWE 2K15,X360,2014,Sports,Take-Two Interactive
X-Men Origins: Wolverine - Uncaged Edition,X360,2009,Action,Activision
Shrek the Third,X360,2007,Action,Activision
Halo 2 Multiplayer Map Pack,XB,2005,Shooter,Microsoft Game Studios
Minecraft: Story Mode,PS3,2015,Adventure,Mojang
Skylanders: Trap Team,PS3,2014,Action,Activision
Mario Pinball Land,GBA,2004,Misc,Nintendo
Assassin's Creed IV: Black Flag,PC,2013,Action,Ubisoft
Nintendo Presents: New Style Boutique 2 - Fashion Forward,3DS,2015,Misc,Nintendo
Shark Tale,GBA,2004,Action,Activision
Kirby's Dream Collection: Special Edition,Wii,2012,Action,Nintendo
Bakugan: Battle Brawlers,Wii,2009,Action,Activision
The Last Story,Wii,2011,Role-Playing,Nintendo
Spider-Man 3,PS3,2007,Platform,Activision
Rayman Legends,WiiU,2013,Platform,Ubisoft
Prince of Persia: The Two Thrones,PS2,2005,Action,Ubisoft
Fossil Fighters: Champions,DS,2010,Role-Playing,Nintendo
Red Steel,Wii,2006,Shooter,Ubisoft
100 Classic Books,DS,2008,Misc,Nintendo
Return to Castle Wolfenstein: Tides of War,XB,2003,Shooter,Activision
The Darkness,PS3,2007,Shooter,Take-Two Interactive
Blazing Angels: Squadrons of WWII,PS3,2006,Simulation,Ubisoft
Star Wars: Republic Commando,XB,2005,Shooter,Activision
Summer Sports: Paradise Island (Others sales),Wii,2008,Sports,Ubisoft
BioShock Infinite,PC,2013,Shooter,Take-Two Interactive
Minecraft: Story Mode,PS4,2015,Adventure,Mojang
TV Show King Party,Wii,2008,Puzzle,Ubisoft
007: Quantum of Solace,Wii,2008,Action,Activision
Peppa Pig: Fun and Games,DS,2010,Misc,Ubisoft
Borderlands: The Pre-Sequel,PS3,2014,Shooter,Take-Two Interactive
Pro Pinball: Big Race USA,PS,1999,Simulation,Take-Two Interactive
Shaun White Snowboarding,PS3,2008,Sports,Ubisoft
Tony Hawk's Proving Ground,PS2,2007,Sports,Activision
Madagascar,GC,2005,Platform,Activision
Rayman Legends,PS3,2013,Platform,Ubisoft
Rocksmith 2014,PC,2013,Misc,Ubisoft
Wario: Master of Disguise,DS,2007,Platform,Nintendo
Keystone Kapers,2600,1982,Action,Activision
New Play Control! Pikmin,Wii,2008,Strategy,Nintendo
Brothers In Arms: Road to Hill 30,XB,2005,Shooter,Ubisoft
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",PSP,2007,Action,Activision
Scene It? Box Office Smash,X360,2008,Misc,Microsoft Game Studios
Kung Fu Panda,PS2,2008,Action,Activision
Tom Clancy's EndWar,PS3,2008,Strategy,Ubisoft
F-Zero GX,GC,2003,Racing,Nintendo
Yoshi Topsy-Turvy,GBA,2004,Platform,Nintendo
Monster Jam: Maximum Destruction,PS2,2002,Racing,Ubisoft
Advance Wars 2: Black Hole Rising,GBA,2003,Strategy,Nintendo
Fire Emblem: Shadow Dragon,DS,2008,Role-Playing,Nintendo
Kung-Fu Master,2600,1987,Action,Activision
The Black Eyed Peas Experience,Wii,2011,Misc,Ubisoft
Diablo III,XOne,2014,Role-Playing,Activision
Max Payne 2: The Fall of Max Payne,XB,2003,Shooter,Take-Two Interactive
NBA 2K17,XOne,2016,Sports,Take-Two Interactive
XCOM: Enemy Unknown,X360,2012,Strategy,Take-Two Interactive
Rayman 3D,3DS,2011,Platform,Ubisoft
X2: Wolverine's Revenge,PS2,2003,Platform,Activision
Rayman 2: The Great Escape,N64,1999,Platform,Ubisoft
Wolfenstein,PS3,2009,Shooter,Activision
Cruis'n World,N64,1998,Racing,Nintendo
The Walking Dead: Survival Instinct,X360,2013,Shooter,Activision
Donkey Kong Barrel Blast,Wii,2007,Racing,Nintendo
Lemony Snicket's A Series of Unfortunate Events,PS2,2004,Platform,Activision
Family Feud: 2010 Edition,Wii,2009,Misc,Ubisoft
Red Steel 2,Wii,2010,Shooter,Ubisoft
X-Men Legends II: Rise of Apocalypse,PS2,2005,Role-Playing,Activision
Just Dance 2015,X360,2014,Misc,Ubisoft
Tony Hawk's Pro Skater 2x,XB,2001,Sports,Activision
Tony Hawk's Project 8,PS3,2006,Sports,Activision
Dogz,GBA,2004,Simulation,Ubisoft
Guitar Hero: Metallica,PS3,2009,Misc,Activision
A Bug's Life,N64,1998,Platform,Activision
DJ Hero 2,Wii,2010,Misc,Activision
Angry Birds Trilogy,3DS,2012,Action,Activision
Cabela's Big Game Hunter (2008),Wii,2007,Sports,Activision
Just Dance 3,PS3,2011,Misc,Ubisoft
Call of Duty: Black Ops,DS,2010,Shooter,Activision
Metroid Prime: Trilogy,Wii,2009,Shooter,Nintendo
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",X360,2009,Shooter,Activision
Advance Wars: Days of Ruin,DS,0,Strategy,Nintendo
The Crew,XOne,2014,Racing,Ubisoft
Battle of Giants: Dragons,DS,2009,Strategy,Ubisoft
Buzz Lightyear of Star Command,PS,2000,Platform,Activision
Tony Hawk's American Wasteland,XB,2005,Sports,Activision
Prince of Persia: The Forgotten Sands,X360,2010,Action,Ubisoft
Wild ARMs 3,PS2,2002,Role-Playing,Ubisoft
Far Cry 4,PC,2014,Shooter,Ubisoft
Evolve,XOne,2015,Shooter,Take-Two Interactive
Wipeout: The Game,DS,2010,Misc,Activision
Mario's Picross,GB,1995,Puzzle,Nintendo
Rocksmith 2014,PS4,2014,Misc,Ubisoft
NBA 2K9,PS3,2008,Sports,Take-Two Interactive
NFL Fever 2003,XB,2002,Sports,Microsoft Game Studios
New Carnival Games,Wii,2010,Misc,Take-Two Interactive
Tony Hawk: RIDE,X360,2009,Sports,Activision
Just Dance 2014,WiiU,2013,Misc,Ubisoft
Cabela's Monster Buck Hunter,Wii,2010,Sports,Activision
Ganbaru Watashi no Kakei Diary,DS,2007,Misc,Nintendo
New Play Control! Donkey Kong Jungle Beat,Wii,2008,Platform,Nintendo
Petz: Dogz Pack,DS,2008,Simulation,Ubisoft
Final Fantasy IV Advance,GBA,2005,Role-Playing,Nintendo
Guitar Hero: Smash Hits,Wii,2009,Misc,Activision
Spider-Man: Mysterio's Menace,GBA,2001,Action,Activision
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",X360,2007,Action,Activision
Game & Watch Gallery 4,GBA,2002,Misc,Nintendo
Fighters Uncaged,X360,2010,Fighting,Ubisoft
Call of Juarez: Bound in Blood,X360,2009,Shooter,Ubisoft
New Play Control! Pikmin 2,Wii,2009,Strategy,Nintendo
Tony Hawk's Underground,GBA,2003,Sports,Activision
Wave Race: Blue Storm,GC,2001,Racing,Nintendo
NBA 2K8,PS2,2007,Sports,Take-Two Interactive
WarioWare D.I.Y.,DS,2009,Misc,Nintendo
Tony Hawk: RIDE,PS3,2009,Sports,Activision
Rayman Arena,PS2,2001,Racing,Ubisoft
Avatar: The Game,PSP,2009,Action,Ubisoft
Mickey's Speedway USA,N64,2000,Racing,Nintendo
Skylanders SWAP Force,WiiU,2013,Platform,Activision
PGR3 - Project Gotham Racing 3,X360,2005,Racing,Microsoft Game Studios
XCOM: Enemy Unknown,PS3,2012,Strategy,Take-Two Interactive
Blur,X360,2010,Racing,Activision
Kinect Rush: A Disney Pixar Adventure,X360,2012,Adventure,Microsoft Game Studios
Asphalt: Urban GT,DS,2004,Racing,Ubisoft
Pokemon Trozei!,DS,2005,Puzzle,Nintendo
Rayman Origins,PSV,2012,Platform,Ubisoft
Assassin's Creed: Brotherhood,PC,2011,Action,Ubisoft
LEGO Indiana Jones 2: The Adventure Continues,PSP,2009,Action,Activision
Naruto: The Broken Bond,X360,2008,Action,Ubisoft
Go Diego Go! Great Dinosaur Rescue,Wii,2008,Action,Take-Two Interactive
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",Wii,2007,Action,Activision
Dead or Alive Xtreme Beach Volleyball,XB,2003,Sports,Microsoft Game Studios
Lost: Via Domus,X360,2008,Action,Ubisoft
Harvest Moon: Friends of Mineral Town,GBA,2003,Simulation,Ubisoft
Kirby's Dream Course,SNES,1994,Sports,Nintendo
Top Spin 3,Wii,2008,Action,Take-Two Interactive
Petz Dogz 2,Wii,2007,Simulation,Ubisoft
Just Dance 2016,WiiU,2015,Misc,Ubisoft
Cabela's Dangerous Hunts 2011,Wii,2010,Sports,Activision
Kinect Sports Rivals,XOne,2014,Sports,Microsoft Game Studios
Rayman Origins,Wii,2011,Platform,Ubisoft
WWE 2K16,XOne,2015,Sports,Take-Two Interactive
Tom Clancy's HAWX,X360,2009,Action,Ubisoft
"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)",X360,2010,Shooter,Activision
Prince of Persia: The Two Thrones,XB,2005,Action,Ubisoft
Shrek 2: Beg for Mercy,GBA,2004,Adventure,Activision
Petz Nursery,DS,2009,Simulation,Ubisoft
NBA 2K7,X360,2006,Sports,Take-Two Interactive
WWE 2K16,PS3,2015,Sports,Take-Two Interactive
Fire Emblem: Seisen no Keifu,SNES,1996,Strategy,Nintendo
Tenchu 2: Birth of the Stealth Assassins,PS,2000,Action,Activision
Tony Hawk's Pro Skater 4,GC,2002,Sports,Activision
Rooms: The Main Building,DS,2010,Adventure,Nintendo
Rapala: We Fish,Wii,2009,Sports,Activision
Tetris Party Deluxe,Wii,2010,Puzzle,Nintendo
Top Spin 3,PS3,2008,Action,Take-Two Interactive
Spider-Man 3,X360,2007,Platform,Activision
Far Cry Instincts,XB,2005,Shooter,Ubisoft
Tony Hawk's Pro Skater 4,GBA,2002,Sports,Activision
Assassin's Creed II,PC,2010,Action,Ubisoft
Petz Wild Animals: Tigerz,DS,2008,Simulation,Ubisoft
Dogz,DS,2006,Simulation,Ubisoft
The Mysterious Murasame Castle,NES,1986,Action,Nintendo
Blood Wake,XB,2001,Shooter,Microsoft Game Studios
Skylanders: Spyro's Adventure,3DS,2011,Action,Activision
Dora The Explorer: Dora Saves the Snow Princess,Wii,2008,Platform,Take-Two Interactive
Wreckless: ThE YaKuza MisSiOns,XB,2002,Racing,Activision
Spec Ops: The Line,PS3,2012,Shooter,Take-Two Interactive
RalliSport Challenge,XB,2002,Racing,Microsoft Game Studios
XIII,PS2,2003,Shooter,Ubisoft
Top Spin 3,X360,2008,Action,Take-Two Interactive
Tom Clancy's HAWX,PS3,2009,Action,Ubisoft
True Crime: Streets of LA,GC,2003,Action,Activision
Donkey Kong Jungle Climber,DS,2007,Platform,Nintendo
Classic NES Series: Dr. Mario,GBA,2004,Puzzle,Nintendo
Tony Hawk's Project 8,PSP,2006,Sports,Activision
Cabela's Big Game Hunter 2005 Adventures,PS2,2004,Sports,Activision
Hotel Dusk: Room 215,DS,2007,Adventure,Nintendo
Petz Dogz 2,PS2,2007,Simulation,Ubisoft
Wolfenstein,X360,2009,Shooter,Activision
Tony Hawk: Shred,Wii,2010,Sports,Activision
Tony Hawk's Proving Ground,X360,2007,Sports,Activision
Manhunt 2,PS2,2007,Action,Take-Two Interactive
Xenoblade Chronicles,3DS,2015,Role-Playing,Nintendo
Lips: Number One Hits,X360,2009,Misc,Microsoft Game Studios
Hamtaro: Ham-Hams Unite!,GB,2001,Role-Playing,Nintendo
Blinx: The Time Sweeper,XB,2002,Platform,Microsoft Game Studios
Madagascar: Escape 2 Africa,Wii,2008,Action,Activision
Catz,DS,2006,Simulation,Ubisoft
Major League Baseball 2K5,XB,2005,Sports,Take-Two Interactive
DS Bimoji Training,DS,2008,Misc,Nintendo
WWE 2K15,XOne,2014,Sports,Take-Two Interactive
Petz Catz Clan,DS,2008,Simulation,Ubisoft
Monster Jam: Path of Destruction,Wii,2010,Racing,Activision
Rapala Tournament Fishing!,Wii,2006,Sports,Activision
ZhuZhu Pets 2: Featuring The Wild Bunch,DS,2010,Simulation,Activision
Sly Cooper: Thieves in Time,PS3,2013,Platform,Sony Computer Entertainment Europe
Jump Super Stars,DS,2005,Fighting,Nintendo
The Activision Decathlon,2600,1982,Sports,Activision
Batman: Vengeance,PS2,2001,Adventure,Ubisoft
TMNT,X360,2007,Action,Ubisoft
Assassin's Creed: Unity,PC,2014,Action,Ubisoft
NBA 2K8,PS3,2007,Sports,Take-Two Interactive
Barbie Horse Adventures: Riding Camp,DS,2008,Sports,Activision
Tony Hawk's Pro Skater 3,XB,2002,Sports,Activision
The Amazing Spider-Man 2 (2014),PS4,2014,Action,Activision
Shrek 2,XB,2004,Platform,Activision
Summer Sports: Paradise Island,Wii,2008,Sports,Ubisoft
Red Dead Revolver,XB,2004,Shooter,Take-Two Interactive
Excite Truck,Wii,2006,Racing,Nintendo
Michael Jackson: The Experience,PS3,2011,Misc,Ubisoft
Inazuma Eleven,DS,2008,Role-Playing,Nintendo
Minecraft: Story Mode,XOne,2015,Adventure,Mojang
Manhunt 2,Wii,2007,Action,Take-Two Interactive
Fire Emblem: Path of Radiance,GC,2005,Action,Nintendo
Let's Draw!,DS,2008,Misc,Ubisoft
How to Train Your Dragon,DS,2010,Action,Activision
Greg Hastings' Tournament Paintball,XB,2004,Shooter,Activision
Star Fox Command,DS,2006,Shooter,Nintendo
Inazuma Eleven GO,3DS,2011,Role-Playing,Nintendo
Over the Hedge,PS2,2006,Platform,Activision
Mat Hoffman's Pro BMX,PS,2001,Sports,Activision
Peter Jackson's King Kong: The Official Game of the Movie,XB,2005,Action,Ubisoft
Kirby and the Rainbow Curse,WiiU,2015,Platform,Nintendo
Spider-Man,N64,2000,Action,Activision
Tom Clancy's Ghost Recon Advanced Warfighter 2,PSP,2007,Shooter,Ubisoft
X-Men Legends,GC,2004,Role-Playing,Activision
Oni,PS2,2001,Action,Take-Two Interactive
The Warriors,PS2,2005,Action,Take-Two Interactive
Go Diego Go! Safari Rescue,Wii,2008,Action,Take-Two Interactive
The Walking Dead: Survival Instinct,PS3,2013,Shooter,Activision
Picross 3D,DS,2009,Puzzle,Nintendo
Just Dance 2015,XOne,2014,Misc,Ubisoft
Wayne Gretzky's 3D Hockey,N64,1996,Sports,Nintendo
Return to Castle Wolfenstein: Operation Resurrection,PS2,2003,Shooter,Activision
Mario Tennis: Power Tour,GBA,2005,Sports,Nintendo
GT Pro Series,Wii,2006,Racing,Ubisoft
Classic Word Games,DS,2009,Misc,Ubisoft
Naruto Shippuden: Clash of Ninja Revolution 3,Wii,2009,Fighting,Nintendo
Bully: Scholarship Edition,Wii,2008,Action,Take-Two Interactive
Kung Fu Panda,PS3,2008,Action,Activision
Gun,XB,2005,Shooter,Activision
Kenkou Ouen Recipe 1000: DS Kondate Zenshuu,DS,2006,Misc,Nintendo
Tony Hawk's Pro Skater 3,GBA,2002,Sports,Activision
Petz: Hamsterz Life 2,DS,2007,Misc,Ubisoft
My Word Coach,Wii,2007,Misc,Ubisoft
Fishing Derby,2600,0,Sports,Activision
Prince of Persia Trilogy,PS3,2010,Action,Ubisoft
100 All-Time Favorites,DS,2009,Puzzle,Ubisoft
StarCraft II: Legacy of the Void,PC,2015,Strategy,Activision
Goldeneye 007: Reloaded,X360,2011,Shooter,Activision
Jam With the Band,DS,2008,Misc,Nintendo
Fire Emblem: Radiant Dawn,Wii,2007,Strategy,Nintendo
Wrecking Crew,NES,1985,Platform,Nintendo
Major League Baseball 2K10,X360,2010,Sports,Take-Two Interactive
Monsters vs. Aliens,DS,2009,Action,Activision
"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)",PS3,2010,Shooter,Activision
Lost: Via Domus,PS3,2008,Action,Ubisoft
R.U.S.E.,PS3,2010,Strategy,Ubisoft
Picross DS,DS,2007,Puzzle,Nintendo
Quantum Break,XOne,2016,Action,Microsoft Game Studios
NBA 2K11,Wii,2010,Action,Take-Two Interactive
The BIGS,PS2,2007,Sports,Take-Two Interactive
River Raid II,2600,1988,Shooter,Activision
Guitar Hero Live,XOne,2015,Misc,Activision
Midnight Club II,XB,2003,Racing,Take-Two Interactive
Chopper Command,2600,1982,Shooter,Activision
Activision Anthology,PS2,2002,Misc,Activision
WWE 2K16,X360,2015,Sports,Take-Two Interactive
Star Wars: Jedi Starfighter,PS2,2002,Simulation,Activision
Tactics Ogre: The Knight of Lodis,GBA,2001,Role-Playing,Nintendo
Fortune Street,Wii,2011,Misc,Nintendo
Spider-Man 2,DS,2004,Action,Activision
Major League Baseball 2K12,X360,2012,Sports,Take-Two Interactive
The Price is Right,DS,2008,Misc,Ubisoft
Dreamworks Madagascar Kartz,Wii,2009,Racing,Activision
Tony Hawk's Underground 2,GC,2004,Sports,Activision
Shrek SuperSlam,PS2,2005,Action,Activision
Rayman Advance,GBA,2001,Platform,Ubisoft
Fantastic 4,PS2,2005,Action,Activision
Tony Hawk's Project 8,X360,2006,Sports,Activision
Tony Hawk's Underground 2,GBA,2004,Sports,Activision
Ice Hockey,2600,1980,Sports,Activision
Mario & Wario,SNES,1993,Puzzle,Nintendo
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",Wii,2009,Shooter,Activision
Pokemon Art Academy,3DS,2014,Misc,Nintendo
Bakugan Battle Brawlers: Defenders of the Core,DS,2010,Action,Activision
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",PS2,2009,Shooter,Activision
Jake Power: Fireman,DS,2008,Adventure,Ubisoft
Asphalt 3D,3DS,2011,Racing,Ubisoft
Steel Diver,3DS,2011,Action,Nintendo
Far Cry 2,PC,2008,Action,Ubisoft
Rayman Raving Rabbids: TV Party,DS,2008,Misc,Ubisoft
Scene It? Lights Camera Action,X360,2007,Misc,Microsoft Game Studios
Scrabble 2007 Edition,DS,2007,Puzzle,Ubisoft
Shrek the Third,PS2,2007,Action,Activision
Children of Mana,DS,2006,Role-Playing,Nintendo
Madagascar: Operation Penguin,GBA,2005,Action,Activision
Mario Golf: World Tour,3DS,2014,Sports,Nintendo
You're in the Movies,X360,2008,Misc,Microsoft Game Studios
James Bond 007: Blood Stone,X360,2010,Shooter,Activision
Wu-Tang: Shaolin Style,PS,1998,Fighting,Activision
Go Diego Go! Great Dinosaur Rescue,DS,2008,Action,Take-Two Interactive
Vigilante 8: 2nd Offense,PS,1999,Racing,Activision
Skylanders: SuperChargers,WiiU,2015,Action,Activision
Viva Pinata: Trouble in Paradise,X360,2008,Simulation,Microsoft Game Studios
Nickelodeon Team Umizoomi,DS,2011,Action,Take-Two Interactive
FlingSmash,Wii,2010,Action,Nintendo
Spider-Man 3,Wii,2007,Platform,Activision
Fable,X360,2014,Role-Playing,Microsoft Game Studios
Grand Prix,2600,1981,Racing,Activision
Emergency Heroes,Wii,2008,Racing,Ubisoft
Double Dragon,2600,1989,Action,Activision
Bravely Second: End Layer,3DS,2015,Role-Playing,Nintendo
X-Men: Next Dimension,PS2,2002,Fighting,Activision
Hamsterz Life,DS,2006,Action,Ubisoft
Deadpool,PS3,2013,Action,Activision
Petz Sports,Wii,2008,Simulation,Ubisoft
Densetsu no Stafi,GBA,2002,Platform,Nintendo
Shadowrun,X360,2007,Role-Playing,Microsoft Game Studios
Spider-Man 3,DS,2007,Platform,Activision
Bomberman Hero,N64,1998,Platform,Nintendo
Commando,2600,1987,Action,Activision
Spider-Man: Friend or Foe,DS,2007,Action,Activision
Major League Baseball 2K13,X360,2013,Sports,Take-Two Interactive
World Series of Poker,PS2,2005,Misc,Activision
Kong: The 8th Wonder of the World,GBA,2005,Action,Ubisoft
Dance Dance Revolution: Mario Mix,GC,2005,Misc,Nintendo
Imagine: Figure Skater (US sales),DS,2007,Sports,Ubisoft
Mat Hoffman's Pro BMX 2,PS2,2002,Sports,Activision
Classic NES Series: Pac-Man,GBA,2004,Puzzle,Nintendo
Razor Freestyle Scooter,PS,1999,Sports,Ubisoft
Stuart Little 2,GBA,2002,Platform,Activision
Art Academy: Lessons for Everyone,3DS,2012,Action,Nintendo
Sid Meier's Civilization Revolution,DS,2008,Strategy,Take-Two Interactive
Dora The Explorer: Dora Saves the Snow Princess,DS,2008,Platform,Take-Two Interactive
Brothers In Arms: Earned in Blood,PS2,2005,Shooter,Ubisoft
Transformers: Dark of the Moon - Autobots/Decepticons,DS,2011,Action,Activision
Brothers In Arms: D-Day,PSP,2006,Shooter,Ubisoft
Mario & Sonic at the Rio 2016 Olympic Games,3DS,2016,Action,Nintendo
Deadpool,X360,2013,Action,Activision
Brothers In Arms: Road to Hill 30,PS2,2005,Shooter,Ubisoft
Skylanders: SuperChargers,X360,2015,Action,Activision
Star Wars: Demolition,PS,2000,Racing,Activision
Vin Diesel: Wheelman,X360,2009,Racing,Ubisoft
Rayman Legends,X360,2013,Platform,Ubisoft
Mother 1+2,GBA,2003,Role-Playing,Nintendo
iCarly,Wii,2009,Adventure,Activision
Puzzle & Dragons Z + Super Mario Bros. Edition,3DS,2015,Puzzle,Nintendo
Top Spin,XB,2003,Sports,Microsoft Game Studios
Barbie as The Island Princess,Wii,2007,Adventure,Activision
Moshi Monsters: Moshlings Theme Park,DS,2012,Misc,Activision
NBA 2K13,Wii,2012,Sports,Take-Two Interactive
Brain Challenge,DS,2008,Misc,Ubisoft
Watch Dogs,PC,2014,Action,Ubisoft
Major League Baseball 2K11,X360,2011,Sports,Take-Two Interactive
Enemy Territory: Quake Wars,X360,2008,Shooter,Activision
Ghostbusters,2600,1985,Puzzle,Activision
Star Wars Jedi Knight: Jedi Academy,XB,2003,Shooter,Activision
Spider-Man: Shattered Dimensions,PS3,2010,Action,Activision
My Fashion Studio,DS,2007,Misc,Ubisoft
Apocalypse,PS,1998,Action,Activision
Transformers: Revenge of the Fallen (Wii & PS2 Version),DS,2009,Action,Activision
Samurai Warriors 3,Wii,2009,Action,Nintendo
Pokemon Puzzle League,N64,2000,Puzzle,Nintendo
Petz: Catz 2,Wii,2007,Simulation,Ubisoft
Bee Movie Game,DS,2007,Action,Activision
Band Hero,DS,2009,Misc,Activision
Tony Hawk's Proving Ground,PS3,2007,Sports,Activision
Mario Tennis Ultra Smash,WiiU,2015,Sports,Nintendo
Mario Golf: Advance Tour,GBA,2004,Sports,Nintendo
Just Dance 2014,XOne,2013,Misc,Ubisoft
Van Helsing,PS2,2004,Action,Activision
X-Men Legends II: Rise of Apocalypse,XB,2005,Role-Playing,Activision
Transformers: Fall of Cybertron,X360,2012,Action,Activision
Densetsu no Stafi 2,GBA,2003,Platform,Nintendo
Child of Eden,X360,2011,Shooter,Ubisoft
Family Fest Presents Circus Games,Wii,2008,Misc,Ubisoft
My Spanish Coach,DS,2007,Misc,Ubisoft
The Darkness,X360,2007,Shooter,Take-Two Interactive
Sin and Punishment: Star Successor,Wii,2009,Shooter,Nintendo
Petz: Horsez 2,DS,2007,Simulation,Ubisoft
Puppy Luv: Spa and Resort,DS,2007,Simulation,Activision
Wario World,GC,2003,Platform,Nintendo
Just Dance 4,PS3,2012,Misc,Ubisoft
Eternal Darkness: Sanity's Requiem,GC,2002,Adventure,Nintendo
Just Dance: Summer Party,Wii,2011,Misc,Ubisoft
Master of Illusion,DS,2006,Puzzle,Nintendo
Star Wars: Jedi Starfighter,XB,2002,Simulation,Activision
Classic NES Series: Metroid,GBA,2004,Adventure,Nintendo
Dora the Explorer: Dora Puppy,DS,2009,Misc,Take-Two Interactive
007: Quantum of Solace,PS2,2008,Action,Activision
Spec Ops: Covert Assault,PS,2001,Shooter,Take-Two Interactive
Trials Fusion,PS4,2014,Racing,Ubisoft
Overwatch,PC,2016,Shooter,Activision
Minecraft,WiiU,2016,Misc,Microsoft Game Studios
Barnstorming,2600,1981,Action,Activision
Spec Ops: The Line,X360,2012,Shooter,Take-Two Interactive
How to Train Your Dragon,Wii,2010,Action,Activision
Mischief Makers,N64,1997,Platform,Nintendo
Max Payne 3,PC,2012,Shooter,Take-Two Interactive
Petz Bunnyz,DS,2008,Simulation,Ubisoft
Tales of the World: Radiant Mythology,PSP,2006,Role-Playing,Ubisoft
Microsoft Flight Simulator X,PC,2006,Simulation,Microsoft Game Studios
Call of Duty: Black Ops II,WiiU,2012,Shooter,Activision
Call of Duty: Modern Warfare: Mobilized,DS,2009,Shooter,Activision
Petz: Horsez 2,Wii,2007,Simulation,Ubisoft
The Smurfs,DS,2011,Action,Ubisoft
Bakugan: Battle Brawlers,PS2,2009,Action,Activision
Skylanders: Trap Team,PS4,2014,Action,Activision
NHL 2K6,PS2,2005,Sports,Take-Two Interactive
Guitar Hero: Smash Hits,X360,2009,Misc,Activision
Tony Hawk's American Wasteland,GC,2005,Sports,Activision
